Time , distance to gimi, isGimiVisable
8/10/2020 3:54:40 PM , 1.125739,False
8/10/2020 3:54:41 PM , 1.125739,False
8/10/2020 3:54:42 PM , 1.125739,False
8/10/2020 3:54:43 PM , 1.125739,False
8/10/2020 3:54:44 PM , 1.125739,False
8/10/2020 3:54:45 PM , 1.125739,False
8/10/2020 3:54:46 PM , 1.125739,False
8/10/2020 3:54:47 PM , 1.125739,False
8/10/2020 3:54:48 PM , 1.125739,False
8/10/2020 3:54:49 PM , 1.125739,False
